2528,2911.1,706.52,1143.1,1105.8,1495.1,2067.5,674.97,811.71,1069.8,1384.1,2771.8,4255.2,5553.1,1198,1644.1,1568.5,2153.6,202.62,220.75,334.89,684.38,759.16,467.19,611.67,801.66,1026.2,846.35,1014.1,1285.9,1681.9,471.96,547.13,644,751.16,923.95,445.52,519.15,608.6,704.48,820.8,1094.8,1094.8,759.37,535.24,644.75,814.86,1161.8,2263.1,820.8,1046.2,1146.5,1217.1,133.6,142.46,1217.1,883.66,1013.1,642.56,886.39,1131.8,1568.5,2153.6
2527.8,2910.9,706.42,1142.8,1105.6,1494.9,2067.3,674.91,811.62,1069.6,1383.9,2771.6,4255.1,5552.9,1197.9,1643.8,1568.4,2153.5,202.61,220.73,334.88,684.33,759.12,467.15,611.61,801.59,1026.1,846.18,1013.9,1285.7,1681.7,471.93,547.1,643.97,751.12,923.91,445.42,519.04,608.48,704.35,820.65,1094.7,1094.7,759.33,535.12,644.61,814.68,1161.6,2262.6,820.65,1046.2,1146.4,1217.1,133.54,142.4,1217.1,883.57,1013,642.53,886.35,1131.7,1568.4,2153.5
2531.4,2915.2,708.37,1147.9,1109.8,1497.5,2070.9,676.19,813.34,1072.1,1387,2775.2,4258,5556.4,1200.8,1648.8,1569.6,2156.1,202.9,221.09,335.12,685.44,759.79,467.94,612.66,802.96,1027.8,849.37,1017.5,1289.5,1685.9,472.44,547.63,644.67,751.79,924.73,447.3,521.13,610.69,706.88,823.41,1097.8,1097.8,759.99,537.45,647.4,818.17,1166.5,2272,823.41,1047.2,1147.6,1218.4,134.64,143.61,1218.4,885.33,1015.2,643.04,887.14,1133.4,1569.6,2156.1
2527.6,2910.7,706.32,1142.5,1105.3,1494.8,2067.1,674.84,811.53,1069.5,1383.8,2771.5,4254.9,5552.7,1197.7,1643.6,1568.3,2153.4,202.59,220.71,334.87,684.27,759.09,467.11,611.56,801.52,1026,846.02,1013.7,1285.4,1681.5,471.9,547.07,643.93,751.09,923.86,445.32,518.93,608.37,704.21,820.51,1094.5,1094.5,759.3,535,644.46,814.49,1161.3,2262.1,820.51,1046.1,1146.4,1217,133.48,142.33,1217,883.47,1012.9,642.5,886.31,1131.6,1568.3,2153.4
2522.3,2904.5,703.51,1135.3,1099.2,1491,2062.1,673,809.04,1065.9,1379.3,2766.4,4250.7,5547.7,1193.5,1636.4,1566.6,2149.6,202.16,220.21,334.52,682.66,758.14,465.97,610.05,799.55,1023.5,841.43,1008.6,1279.8,1675.5,471.17,546.31,642.91,750.14,922.67,442.62,515.93,605.19,700.56,816.54,1090,1090,758.35,531.65,640.45,809.46,1154.3,2248.6,816.54,1044.6,1144.7,1215.1,131.9,140.59,1215.1,880.93,1009.8,641.77,885.17,1129,1566.6,2149.6
2504.1,2882.9,693.75,1109.9,1077.9,1477.8,2044.4,666.6,800.41,1053.6,1363.9,2748.8,4235.9,5530.3,1178.6,1611.5,1560.5,2136.3,200.67,218.44,333.3,677.1,754.83,461.99,604.81,792.71,1014.7,825.49,990.94,1260.4,1654.7,468.64,543.66,639.38,746.83,918.54,433.25,505.51,594.16,687.88,802.75,1074.4,1074.4,755.07,520.02,626.5,791.98,1129.7,2201.7,802.75,1039.6,1138.8,1208.6,126.38,134.52,1208.6,872.11,998.84,639.24,881.19,1120.2,1560.5,2136.3
2503.6,2882.4,693.5,1109.3,1077.3,1477.5,2044,666.44,800.19,1053.3,1363.5,2748.4,4235.5,5529.8,1178.2,1610.9,1560.4,2136,200.64,218.4,333.27,676.95,754.74,461.89,604.68,792.54,1014.5,825.09,990.48,1259.9,1654.2,468.57,543.6,639.29,746.74,918.43,433.01,505.25,593.88,687.55,802.4,1074,1074,754.99,519.72,626.14,791.53,1129,2200.5,802.4,1039.4,1138.6,1208.5,126.24,134.36,1208.5,871.89,998.56,639.17,881.09,1120,1560.4,2136
2496.7,2874.2,689.83,1099.8,1069.3,1472.5,2037.3,664.04,796.95,1048.6,1357.7,2741.7,4230,5523.3,1172.7,1601.6,1558.1,2131,200.08,217.73,332.82,674.86,753.5,460.4,602.71,789.97,1011.2,819.1,983.83,1252.6,1646.4,467.62,542.6,637.97,745.5,916.88,429.49,501.33,589.74,682.79,797.22,1068.1,1068.1,753.76,515.35,620.9,784.96,1119.8,2182.9,797.22,1037.5,1136.4,1206,124.17,132.09,1206,868.57,994.45,638.22,879.6,1116.7,1558.1,2131
2516.9,2898,700.6,1127.7,1092.9,1487.1,2056.8,671.09,806.47,1062.3,1374.7,2761.2,4246.3,5542.5,1189,1629,1564.8,2145.6,201.72,219.68,334.16,681.01,757.15,464.78,608.49,797.51,1020.9,836.68,1003.4,1274,1669.3,470.42,545.52,641.86,749.15,921.44,439.83,512.83,601.91,696.78,812.43,1085.4,1085.4,757.38,528.19,636.29,804.25,1146.9,2234.7,812.43,1043.1,1142.9,1213.2,130.25,138.78,1213.2,878.31,1006.5,641.02,883.98,1126.4,1564.8,2145.6
2527.1,2910.1,706.08,1141.9,1104.8,1494.5,2066.7,674.69,811.32,1069.2,1383.4,2771,4254.6,5552.3,1197.4,1643,1568.2,2153,202.55,220.67,334.84,684.13,759.01,467.01,611.43,801.35,1025.8,845.63,1013.3,1285,1681,471.84,547.01,643.84,751.01,923.76,445.09,518.68,608.1,703.9,820.17,1094.1,1094.1,759.22,534.72,644.12,814.07,1160.7,2261,820.17,1046,1146.2,1216.9,133.35,142.18,1216.9,883.26,1012.6,642.44,886.21,1131.4,1568.2,2153
